title,mediaType,eps,duration,ongoing,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes
Girls Beyond the Wasteland OVA,OVA,1,24,No,,,['Project No. 9'],"['Drama', 'School Life', 'Video Game Industry', 'Based on a Visual Novel']",[],482,14,343,5,2.639,328
Ebiten OVA,OVA,1,26,No,,,['AIC Classic'],"['Comedy', 'Ecchi', 'Shounen', 'Parody', 'Based on a Manga']",[],441,8,386,6,2.639,267
Sketchbook ~full color's~ Picture Drama,DVD Special,6,7,No,,,['Hal Film Maker'],"['Comedy', 'Shounen', 'Slice of Life', 'Art', 'Picture Drama', 'Based on a Manga']",[],168,7,144,6,2.639,96
HoneyWorks: Ijiwaru na Deai,Music Video,1,4,No,,,[],"['Drama', 'School Life', 'Vocaloid']",[],60,1,32,1,2.638,32
Un-Go: Inga Nikki,Web,10,1,No,Fall,,['Bones'],"['Comedy', 'Chibi', 'Short Episodes']",[],665,10,394,9,2.637,413
Daisy x Daisy: Towa no Kizuna,Music Video,1,4,No,,,[],[],[],397,3,69,2,2.637,250
Poppin' Party: Hashiri Hajimeta bakari no Kimi ni,Music Video,1,2,No,,,['ISSEN'],[],[],162,2,93,2,2.636,93
Short Peace Opening,Other,1,3,No,,,['Sunrise'],"['Fantasy', 'Shorts', 'Original Work']",[],113,5,35,0,2.635,76
Monster Strike: An Encore and Continuance - Pandora's Box,Web,1,9,No,Fall,"A strange phenomenon is overtaking the world?! After defeating the War Gods, Ren and his friends are living the dream. It seems like they've finally managed to regain their normal lives. However, a mysterious girl by the name of Pandora appears, bringing with her a box that must never be opened. An unfortunate incident results in the box opening (of course), setting the world up for some big changes...",['Studio Hibari'],"['Action', 'Fantasy', 'Monsters', 'Shorts', 'Based on a Mobile Game']",[],119,8,144,4,2.635,61
11eyes Special,DVD Special,1,25,No,,"On a day like any other, Kakeru and Yuko chat on the school roof. But when things get a little heated, the pair – along with Yukiko, Takahisa and the rest of the gang – find themselves in another world once more... but this time it's pink! And the color of the sky isn't the only thing that's changed. Kakeru can now see through everyone's clothes (including Takahisa's, much to Kakeru's dismay); Tachibana can talk; and even Misuzu now wields an 'adult toy' instead of a sword. Just who is controlling this erotic new place?",['Doga Kobo'],"['Comedy', 'Ecchi', 'Fantasy', 'Seinen', 'Superpowers', 'Based on an Eroge', 'Based on a Visual Novel']",['Nudity'],6576,85,1686,54,2.632,4185
Pokemon XY: New Year Special,TV Special,1,45,No,,,['OLM'],"['Fantasy', 'Shounen', 'Family Friendly', 'Monsters', 'Recap', 'Based on a Video Game']",[],757,11,418,13,2.633,358
Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,Web,1,23,No,Spring,,['A-1 Pictures'],"['Action', 'Sci Fi', 'Guns', 'Based on a Video Game']",[],100,7,136,3,2.633,50
Kensaku to Enjin no ABC Days,Web,26,1,No,,,[],"['Animal Protagonists', 'Educational', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes']",[],22,3,9,3,2.633,15
Neru: Dappou Rokku,Music Video,1,3,No,,,[],"['Abstract', 'Vocaloid']",[],29,0,10,0,2.632,16
Kyoto Animation CM: Kasa-hen,Other,1,1,No,,"While out on a walk, three kids suddenly find themselves in danger. Luckily for them, a very unusual woman appears to save them...",['Kyoto Animation'],"['Action', 'Commercials', 'Promotional']",[],346,1,73,3,2.63,242
Dragon Ball Z: The Real 4-D,Other,1,11,No,,,[],"['Action', 'Non-Human Protagonists', 'CG Animation']",[],255,10,146,8,2.63,144
Teekyuu 5 Specials,DVD Special,2,2,No,,,['Millepensee'],"['Comedy', 'Shounen', 'Board Games', 'Christmas', 'Gag', 'School Club', 'School Life', 'Based on a Manga']",[],173,3,202,2,2.629,116
The iDOLM@STER: Xenoglossia Specials,DVD Special,8,5,No,,,['Sunrise'],['Idols'],[],114,3,240,6,2.629,52
Tabi Machi Late Show,TV,4,8,No,Winter,"Tabi Machi Late Show will have a theme of ""goodbyes and journeys,"" and will air four episodes, titled ""Recipe,"" ""Transistor Smartphone,"" ""Natsu Matsuri"" (Summer Festival), and ""Clover.""",['CoMix Wave Films'],"['Drama', 'Slice of Life', 'Episodic', 'Short Episodes', 'Original Work']",[],493,53,287,92,2.628,436
Last Note: Esoragoto Spiral,Music Video,1,4,No,,,[],['Vocaloid'],[],67,0,26,2,2.628,37
The Silver Guardian,TV,12,13,No,Spring,"The protagonist, Riku Suigin is a pro-level gamer. The heroine, Riku Rei, knows of this and is the most beautiful girl in school and also loves video games. Suigin receives a device to play a net game called “Grave Buster” from Rei, but Rei is suddenly kidnapped. When Rei puts his hand on the device, he’s sucked into the world of the game. And in that world, a battle between the tomb raiders and tomb protectors for the tomb of the mother goddess Bango’s tomb has been going on for 1000 years.",['Emon'],"['Action', 'Person in a Strange World', 'Virtual Reality', 'Based on a Manga']",[],2980,589,1799,552,2.628,2306
Sorcerous Stabber Orphen: Celestial Artifacts,DVD Special,1,24,No,,Azalie recalls the time she and Childman found the Sword of Baldanders and Orphen gets ready to leave for Kimluck.,['Studio Deen'],"['Action', 'Fantasy', 'Magic', 'Based on a Light Novel']",[],217,18,156,4,2.629,130
Sengoku Choujuu Giga: Otsu,TV,13,3,No,Winter,Second season of Sengoku Choujuu Giga.,['ILCA'],"['Comedy', 'Fantasy', 'Animal Protagonists', 'Feudal Japan', 'Historical', 'Non-Human Protagonists', 'Parody', 'Short Episodes', 'Original Work']",[],176,15,93,13,2.627,130
Dededen,Web,5,1,No,Winter,The anime followed the daily life of the main lead Amoru Tokorozawa and the railway.,['TMS Entertainment'],"['Romance', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'No Dialogue', 'Non-Human Protagonists', 'Short Episodes', 'Shorts', 'Original Work']",[],52,1,62,1,2.627,34
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Doki Doki, Paradox, Eternal",DVD Special,1,3,No,,"Chinatsu's horrendous atrocious drawings come to life in a tale about a handsome prince, a hideous girl, and true love!",['Doga Kobo'],"['Comedy', 'Fantasy', 'Seinen', 'Based on a Manga']",[],1811,23,862,17,2.626,1150
Orchestra,Other,1,7,No,,The harmony performed by players who drawn by lines metamorphose.,[],"['Abstract', 'Black and White', 'Classical Music', 'Music', 'Shorts']",[],39,0,11,0,2.625,26
Nura: Rise of the Youkai Clan - Demon Capital Recaps,TV Special,2,23,No,,,['Studio Deen'],"['Recap', 'Youkai']",[],1982,76,617,26,2.624,1093
After School Midnighters,Movie,1,95,No,,"Mako, Miko, and Mutsuko are three young girls visiting St. Claire Elementary, a school filled with strange legends. The girls have an encounter with Kunstrijk, a human body anatomy model, and Goth, a skeleton model. Seeking revenge for being vandalized by the girls, Kunstrijk invites them to the school´s midnight party in order to scare them.",['Koo-Ki'],"['Comedy', 'Fantasy', 'CG Animation']",[],207,6,172,9,2.623,125
Sayonara Zetsubou Sensei Special Omake,DVD Special,1,1,No,,,['Shaft'],"['Comedy', 'Parody']",['Violence'],103,5,81,3,2.622,60
Ghost in the Shell Arise Episode: [.jp],Other,1,3,No,,,['Production I.G'],['Action'],[],143,5,108,4,2.621,85
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,DVD Special,6,3,No,,,['SILVER LINK'],"['Ecchi', 'Picture Drama', 'Based on a Light Novel']",['Sexual Content'],1721,91,666,47,2.622,1145
Midori-ko,Movie,1,55,No,,,[],['Original Work'],[],42,3,56,1,2.621,30
Space Battleship Tiramisu Specials,DVD Special,3,7,No,,"Captain Isuzu Ichinose of the People of Metus has personally infiltrated the Tiramisu in order to build trust between himself and his estranged brother. However, he soon learns that Subaru has become very high maintenance during their time apart.",['GONZO'],"['Action', 'Comedy', 'Mecha', 'Sci Fi', 'Gag', 'Outer Space', 'Parody', 'Real Robot', 'Transforming Mecha', 'Based on a Manga']",['Nudity'],274,10,129,5,2.621,193
Kano: day by day,Music Video,1,1,No,,,[],[],[],31,0,21,0,2.619,16
Sword Gai: The Animation Part II,Web,12,24,No,Summer,"While the cursed power of Shiryu grows stronger within Gai each day, both Shoshidai and the mysterious Gabi continue their mission to protect mankind.",['LandQ Studios'],"['Action', 'Seinen', 'Monsters', 'Supernatural', 'Based on a Manga']","['Mature Themes', 'Violence']",1016,93,712,49,2.621,705
"Boku, Otaryman.",OVA,2,17,No,,"Though a typical salaryman, Yoshitani's days couldn't be livelier. Whether he's dealing with an invasive Kleenex box, reading hentai manga at a café, getting lectured on his poor fashion, trying to avoid high school girls or even doing laundry, Yoshitani attempts to navigate the workplace and life with vigor!",['Studio Puyukai'],"['Comedy', 'Slice of Life', 'Otaku Culture', 'Salaryman', 'Based on a Manga', 'CG Animation', 'Flash Animation']",[],638,12,370,22,2.619,461
Chi's Sweet Adventure 2nd Season,TV,25,12,No,Spring,"Chi, the sweet kitten full of energy is back! It's yet another day full of happiness for Chi, as she spends the day with her friends, Come-Come, Ann, and Telly. They fool around together, go discover secret spots together, and so on. ",['Marza Animation Planet'],"['Comedy', 'Seinen', 'Slice of Life', 'Animal Protagonists', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Pets', 'Short Episodes', 'Based on a Manga', 'CG Animation']",[],85,29,243,15,2.619,66
Yatogame-chan Kansatsu Nikki 2nd Season,TV,12,3,No,Winter,Second season of Yatogame-chan Kansatsu Nikki.,['Saetta'],"['Comedy', 'Shounen', 'Slice of Life', 'Educational', 'Short Episodes', 'Tourism', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],318,82,175,15,2.618,251
Pikaia!,TV,13,15,No,Spring,"The story begins in the future when Earth itself is no longer inhabitable by living creatures. Humans began their interstellar migration with space colonies. Vince and Hana work as researchers in the Cambrian Project. Together with the creature Pikaia, they seek the Lost Code, the key to restoring Earth, and aim to return to Cambrian-era Earth.","['Production I.G', 'OLM']","['Sci Fi', 'Educational', 'Family Friendly', 'Original Work']",[],33,8,239,5,2.618,24
Bakuon!! no Kobeya,DVD Special,4,2,No,,,"['TMS Entertainment', '8 Pan']","['Comedy', 'Chibi', 'Motorcycles', 'Based on a Manga']",[],92,6,105,3,2.615,54
Nonstop!! Hunters,Music Video,1,3,No,,"Elsie and Haqua fly through the air, trying their best to capture a demon!",['Manglobe'],"['Action', 'Fantasy', 'Demons', 'Based on a Manga']",[],860,13,389,12,2.616,579
Ladies Versus Butlers Specials,DVD Special,6,3,No,,"It's time for the Sexy Appeal Battle, and many of the Ladies Versus Butlers cast are ready for some skin-baring, breast jiggling action. Sanae, Kaoru, Ayse, Hedyeh, Pina and the other girls bear their backsides, press their mammaries against glass (and each other), lay provocatively across tables and raise the ecchi bar to the max in hopes of winning each battle, a boisterous crowd cheering them on in the background.",['XEBEC'],['Ecchi'],['Explicit Sex'],4884,223,1543,112,2.615,3029
Nyanbo!,TV,26,5,No,Fall,"The ""Nyanbo"" are creatures with square bodies with ears and tails that came to Earth from outer space. There's Tora, who dreams of repairing their broken UFO and returning to space, as well as his sister Kotora, the precocious Shiro, the mischievous Mike, the mysterious Kuro, and many more. All of these Nyanbos are now happily living much like cats, free-spirited and sometimes getting into trouble, in places that humans don't know about.",['Shirogumi Inc.'],"['Comedy', 'Animal Protagonists', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation']",[],200,72,188,113,2.614,225
Kizuna (Tekken),Web,1,1,No,,,[],"['Romance', 'Shorts']",[],79,1,30,0,2.614,52
Tian Xin Ge Ge,TV,52,20,No,,,[],"['Chinese Animation', 'Family Friendly']",[],15,5,49,3,2.613,10
Robot Girls Z: Episode 0,Web,1,5,No,Summer,Episode 0 of Robot Girls Z,['Toei Animation'],"['Action', 'Comedy', 'Ecchi', 'Mecha', 'Sci Fi', 'Anthropomorphic', 'Parody']",[],195,5,130,1,2.613,131
Trigger-chan,Web,1,1,No,,A fifth anniversary special animated sequence featuring mascot Trigger-chan and her buddies Muzzle and Spring.,['Studio Trigger'],"['Action', 'Promotional', 'Shorts']",[],246,4,81,1,2.61,155
Kano: Stella-rium,Music Video,1,4,No,,,[],[],[],48,0,22,0,2.61,31
Wacky TV Na Na Na,TV,24,3,No,Spring,,['Studio Crocodile'],"['Adventure', 'Comedy', 'Anthropomorphic', 'Food Protagonists', 'Non-Human Protagonists', 'Short Episodes', 'Work Life', 'Original Work']",[],36,6,29,7,2.623,30
Yutori-chan,Web,25,2,No,Fall,"The girls' division at the Popuu Company has just hired a new part time worker: the cute and energetic Yutori-chan. Unfortunately, despite the reserved Tsumikomi’s best efforts to mold the new recruit into the perfect worker, the bright-eyed teenager’s complete lack of common sense means that she’s anything but! By refusing to help anyone struggling with their own workload unless explicitly asked, answering the phone during a lecture from her boss, and revealing personal information about her co-workers, Yutori won’t win employee of the month any time soon, but she certainly makes the office a far more interesting place to work.",['Actas'],"['Comedy', 'Slice of Life', 'Coworkers', 'Short Episodes', 'Work Life', 'Original Work']",[],309,58,400,66,2.609,286
Gravity Rush The Animation: Overture,Web,1,17,No,Fall,This anime bridges the gap between the original Gravity Rush and Gravity Rush 2.,['Studio Khara'],"['Action', 'Adventure', 'Fantasy', 'Sci Fi', 'Shorts', 'Superpowers', 'Based on a Video Game', 'CG Animation']",[],324,7,277,9,2.609,220
gdgd Fairies,TV,12,15,No,Fall,"Pkpk, Krkr and ShrShr are three fairies who love to spend time together in the Fairy Forest. Each day they sit around a tree stump, sipping tea and debating how to beat insomnia, the origin of rumors and other oddities, taking occasional breaks to peer in on other unique, bizarre worlds through a magical spring. And when boredom gets the best of them, there are always fun adventures to be had such as bungee jumping from space and even playing a game to see how many old men they can jump over!",['Bouncy'],"['Comedy', 'Fantasy', 'Magic', 'CG Animation', 'Original Work']",[],243,21,209,50,2.608,211
Irodorimidori: My Dearest Song,Music Video,1,3,No,,,[],"['Idols', 'Music']",[],82,1,32,1,2.599,49
Last Note: Izayoi Seeing,Music Video,1,4,No,,,[],['Vocaloid'],[],55,0,26,0,2.608,26
Zenryoku Usagi,TV,52,13,No,,"Need a job done right? Call the Zenryoku Engineering Company! Staffed by hip-hop loving boss Oyakata, aggressive Ojou, babysitter-turned-worker Minarai and a variety of other motivated rabbits, Zenryoku Engineering Company lives by a simple motto: do our very best! From finding old fossils to building a bridge to help a young rabbit find his way home, there's nothing the team can't build or handle!",['TMS Entertainment'],"['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Episodic', 'Family Friendly', 'Non-Human Protagonists', 'Rabbits', 'Based on a Manga']",[],72,39,153,35,2.607,59
Honkai Impact 3rd: Cooking with Valkyries,Web,10,6,No,,"There is a cherished memory behind every dish on the dinner table. Time to turn the clock back and relive these beautiful moments, Captains!",[],"['Slice of Life', 'Chinese Animation', 'Cooking', 'Food and Beverage', 'Recipes', 'Short Episodes', 'Based on a Mobile Game']",[],96,29,145,11,2.601,81
Shui Naodai,Other,1,15,No,,,[],"['Action', 'Drama', 'Fantasy', 'Sci Fi', 'Chinese Animation', 'Monsters', 'Shorts', 'CG Animation']",[],22,0,15,1,2.606,16
Yuru Yuri: Mini Yuri,Web,4,5,No,Fall,,"['W-Toon Studio', 'DMM.futureworks']","['Comedy', 'GL', 'Shoujo-ai', 'Slice of Life', 'Chibi', 'Short Episodes', 'Based on a Manga']",[],227,26,204,8,2.596,169
Afterglow: Lost One no Goukoku wo Utattemita,Music Video,1,4,No,,,[],['CG Animation'],[],40,2,18,0,2.604,19
Wooser no Sono Higurashi 2,TV,12,4,No,Winter,"Wooser is a yellow creature who at first glance looks sweet but actually hides a wicked heart. He's awakened one year after a tragedy that claimed many victims. Confused from the timeslip, he sees a general who looks just like him. Wooser resolves to assassinate and replace the general, and remake history to his own liking.","['LIDEN FILMS', 'SANZIGEN']","['Comedy', 'Animal Protagonists', 'Non-Human Protagonists', 'Short Episodes', 'Based on a Manga', 'CG Animation']",[],473,51,256,47,2.604,340
sasakure.UK & DECO*27: 39,Music Video,1,4,No,,,[],['Vocaloid'],[],343,8,158,4,2.603,210
wowaka: Antinotice,Music Video,1,3,No,,,[],[],[],242,1,52,0,2.603,164
Thermae Romae x Yoyogi Animation Gakuin Collaboration,Other,1,6,No,,,['DLE'],"['Comedy', 'Seinen', 'Anime Industry', 'Promotional', 'Shorts', 'Based on a Manga']",[],171,2,62,1,2.603,123
Another Time,Web,1,5,No,,"It is the day of wake of the Grandpa. Grandma is alone in her room looking at the album full of memories with him. “Are you sad, Grandma?,” asks the boy. She replies her grandson merrily with jokes. In the meanwhile she falls asleep and in her dream she meets a man and makes a promise with him….",[],"['Drama', 'Aging', 'Melancholy', 'No Dialogue', 'Shorts', 'Original Work']",[],54,0,50,0,2.603,32
Sobakasu,Music Video,1,4,No,,,[],[],[],82,3,32,1,2.601,55
Classroom☆Crisis Special,DVD Special,1,25,No,,"Episode 5.5 will be ""another episode 5"" scripted by series composition writer and Saekano original creator Fumiaki Maruto. In the original episode 5, the A-TEC members go on a graduation trip.",['Lay-duce'],"['Comedy', 'Sci Fi', 'Slice of Life', 'Original Work']",[],162,3,438,5,2.601,83
Squishy! Black Clover,Web,8,5,No,Summer,"In a world where magic is everything, Asta, who is the only person who can't use magic, and the magical genius Yuno go all out to become the Wizard King. This is a spin off of the anime series ""Black Clover"" with an unbelievable story and an amazing cast.",['DLE'],"['Comedy', 'Fantasy', 'Shounen', 'Chibi', 'Magic', 'Short Episodes']",[],176,92,245,9,2.586,120
Afterglow: That Is How I Roll!,Music Video,1,2,No,,,[],['Rock Music'],[],214,3,151,3,2.601,120
kemu: Ikasama Life Game,Music Video,1,4,No,,,[],['Vocaloid'],[],41,0,16,0,2.601,23
Colorful Ninja Iromaki,Movie,1,30,No,,"Third-grader Himeno moves to a huge mansion in the country. But she soon finds out it's a ninja house! The ninjas Akamaki—who tends to the fires, Aomaki—who sees to the water, and Kiiromaki—who sees to the carpentry, mistake Himeno for a princess, and begin solving problems for her with their own unique skills. But that is not the full extent of their powers! When Aomaki and Kiiromaki combine, they from Midorimaki. Similarly, when Akamaki and Aomaki combine, they form Murasakimaki; and when Akamaki and Kiiromaki combine, they form Tōmaki. Life with these colorful ninjas has only begun, when they discover a large tornado heading for the mansion. What will happen to the Himeno family? Can the colorful ninja protect Himeno?",['Signal.MD'],"['Anime Tamago', 'Mansion', 'Ninja']",[],33,5,120,4,2.6,24
Tokyo 7th Sisters: Seventh Haven,Music Video,1,2,No,,"Rock band Seventh Sisters, a sub-unit of the Tokyo 7th Sisters idol group, preform their song ""Seventh Haven"".",[],['Idols'],[],37,0,35,0,2.599,18
Haikyuu!! Quest Picture Drama,Other,3,4,No,,,['Production I.G'],"['Fantasy', 'Shounen', 'Picture Drama', 'RPG', 'Short Episodes', 'Based on a Manga']",[],604,27,924,16,2.611,343
Hipira: The Little Vampire,TV,10,5,No,,"In the city of Salta, a place where the sun never shines, a community of vampires lives. Hipira is a little vampire who lives the life of a typical boy, attending school and dealing with bullies along the way. However, he also has a soft spot for exploring, playing pranks on others and having grand adventures! Whether he’s befriending a human soul, scaring his neighbors by pretending day has come or encountering giant frogs and aliens, Hipira is always getting himself into and out of trouble.",['Sunrise'],"['Adventure', 'Fantasy', 'Shounen', 'Family Friendly', 'Short Episodes', 'Vampires', 'Based on a Manga']",[],363,18,287,31,2.598,270
Kensaku to Enjin no Christmas,Web,1,2,No,Fall,"Kensaku and Enjin visit Santa Claus during Christmas time. There, they meet an anxious reindeer!",[],"['Animal Protagonists', 'Christmas', 'Family Friendly', 'No Dialogue', 'Non-Human Protagonists', 'Shorts', 'CG Animation']",[],76,1,21,1,2.598,51
Tantei Team KZ: Jiken Note,TV,16,9,No,Fall,"Tantei Team KZ Jiken Note centers on sixth grader Aya Tachibana who worries about friends, family, grades, and more. One day, she joins the Detective Team KZ with four very unique boys that she met in cram school: Kazuomi Wakatake, Takakazu Kuroki, Kazunori Uesagi, and Kazuhiko Kozuka.",['Signal.MD'],"['Mystery', 'School Life', 'Short Episodes', 'Based on a Light Novel']",[],560,146,456,191,2.595,548
Space Dandy 2 Picture Drama,DVD Special,3,6,No,,,['Bones'],['Picture Drama'],[],148,5,271,10,2.595,78
Space Battleship Tiramisu,TV,13,7,No,Spring,"The Earth Union is locked in a massive galactic war. Aboard the Space Battleship Tiramisu, ace pilot Subaru Ichinose carries the fate of humanity on his shoulders. Life for Subaru is tough. But nothing relieves tension quite like launching an all-out food-based assault on his own face. Snug as a bug in a rug, Subaru soothingly unwinds in his personal mecha, “Durandal F,” as bliss overtakes him.",['GONZO'],"['Action', 'Comedy', 'Mecha', 'Sci Fi', 'Outer Space', 'Parody', 'Real Robot', 'Short Episodes', 'Transforming Mecha', 'Based on a Manga']",[],808,261,664,245,2.596,766
"Ima, Futari no Michi",TV Special,1,5,No,,"The anime's story focuses on a pair of 16-year-old high school students who experience the Tohoku disaster and grow in the aftermath. Jun Agatsuma's father is a doctor, and she worries about the future. Kunpei Satō's father is a fisherman, and it was decided that the boy will succeed his father in the job. The pair's lives are suddenly disrupted when the 2011 earthquake and tsunami hit their area. The two determine their futures as Miyagi Prefecture recovers in the wake of the disaster.",['Asahi Production'],"['Drama', 'Earthquake', 'Natural Disaster', 'Shorts']",[],68,3,126,1,2.594,42
Miyanishi Tatsuya Gekijou: Omae Umasou da na,TV,20,3,No,Fall,"In prehistoric times, dangerous reptiles roam the land – but sometimes, certain dinosaurs also find unexpected companionship. A Tyrannosaurus becomes the sudden father of a baby Ankylosaurus who calls himself Umasou; a kind, seafaring Elasmosaurus befriends a mean carnivore; a Maiasaura raises a baby Tyrannosaurus as one of her own; and an unlikely 'father' runs across a curious set of eggs - but will he eat or raise them?",['Kids'],"['Adventure', 'Animal Protagonists', 'Dinosaurs', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes', 'Based on a Novel']",[],196,17,241,33,2.593,144
Null & Peta,TV,12,5,No,Fall,"Girl genius ""Null"" has just lost her beloved big sister ""Peta"" in an accident. But don't you worry! She'll just use her naturally gifted intelligence to bring her big sister back as a robot! But is her newly-revived big sister just a little different than before? It's time for the wacky comedy hijinks of little sister ""Null"" and big sister robot ""Peta""! ""Big Sis! Your plug fell out of the wall!""",['Shin-Ei Animation'],"['Comedy', 'Drama', 'Sci Fi', 'Non-Human Protagonists', 'Robots', 'Short Episodes', 'Siblings']","['Mature Themes', 'Suicide']",483,148,432,147,2.593,434
Yurumates (2012),OVA,2,3,No,,,['C2C'],"['Comedy', 'Seinen', 'Slice of Life', 'Boarding House', 'Chibi', 'Neighbors', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],167,5,103,5,2.593,97
Irodorimidori: Agitation!,Music Video,1,2,No,,,[],"['Idols', 'Music']",[],30,0,19,0,2.467,16
DECO*27: Streaming Heart,Music Video,1,3,No,,,[],['Vocaloid'],[],148,1,39,1,2.591,85
Dragon Quest X: Boukensha-tachi no Kiseki,Web,3,7,No,,,[],"['Episodic', 'Short Episodes', 'Based on a Video Game']",[],16,6,56,2,2.59,11
Monster High: Kowai-ke Girls,Web,8,3,No,,,['Shogakukan Music & Digital Entertainment'],"['Shoujo', 'Family Friendly', 'Monster Girls', 'Monsters', 'Monster School', 'School Life', 'Short Episodes', 'Supernatural', 'Vampires', 'CG Animation', 'Flash Animation']",[],37,2,30,1,2.589,25
22/7: Boku wa Sonzai Shiteinakatta,Music Video,1,6,No,,,['Tatsunoko Production'],"['Idols', 'CG Animation']",[],167,7,80,0,2.588,109
ClariS: Luminous,Music Video,1,4,No,,"Luminous, a song by the pop duo Claris, was used as the opening theme to Mahou Shoujo Madoka Magica Movie 1: Hajimari no Monogatari and Mahou Shoujo Madoka Magica Movie 2: Eien no Monogatari. The music video contains scenes from the first film.",[],"['Fantasy', 'Magical Girl', 'Henshin Heroes', 'Magic']",[],234,2,94,3,2.587,126
Dream Theater: Forsaken,Music Video,1,6,No,,,['GONZO'],[],[],263,2,66,3,2.587,174
Seoul Station,Movie,1,92,No,,"As the sun sets around Seoul Station, an old man thought to have died sinks his teeth into the warm flesh of a homeless person. Soon, the streets are filled with vicious zombies desperate to feed. Hae-sun, a runaway, witnesses the frightening sight while her father Suk-gyu and boyfriend desperately search for her. As the attacked become the attackers, the government declares a lock out of the station, leaving the uninfected to struggle desperately against the dangerous undead. With zombie numbers exploding, people without a home to return to, now have to flee without a place to run to, in order to survive.",['Studio Dadashow'],"['Action', 'Horror', 'Apocalypse', 'Korean Animation', 'Zombies', 'Based on a Movie']",['Explicit Violence'],292,11,316,10,2.587,220
King of Prism by Pretty Rhythm,Movie,1,60,No,,"The unit Over The Rainbow succeeds in its debut. Aiming to become like the boy band, more students enroll in Edel Rose. Hiro and the others begin practice for the Prism King Cup, an event that is held once every four years. However, a rival called ""Schwarz Rose"" appears... Who will become the Prism King, the one who can make girls' hearts throb the most!?",['Tatsunoko Production'],"['Ice Skating', 'Idols', 'Music', 'Showbiz', 'Based on a Video Game']",[],264,17,595,19,2.587,180
Hachioji-P: Carry Me Off,Music Video,1,4,No,,,[],"['Vocaloid', 'CG Animation']",[],33,0,8,0,2.463,18
Phantom of Kill,Other,1,21,No,,"Fuji & Gumi Games' strategy drama RPG follows mysterious girls who carry the names of legendary weapons (such as ""Masamune"") as they search for their lost memories.",['Production I.G'],"['Action', 'Fantasy', 'Magic', 'Monsters', 'RPG', 'Shorts', 'Based on a Mobile Game']",['Explicit Violence'],336,23,665,7,2.586,226
Mou Hitotsu no Mirai wo.,Web,3,8,No,Fall,"The short takes place at the KDDI R&D laboratory, where scientists are creating a telephone that can call the future, but an incident occurs when they are using the phone.",[],"['Sci Fi', 'Short Episodes', 'Original Work']",[],483,28,388,20,2.586,378
Poppin' Party: Yes! BanG_Dream!,Music Video,1,6,No,,,['ISSEN'],['Music'],[],217,3,117,2,2.586,132
Wan Shen Ji,Music Video,1,5,No,,,[],"['Action', 'Fantasy', 'Chinese Animation', 'Vocaloid']",[],24,0,35,0,2.585,10
Dino Girl Gauko 2nd Season,Web,19,9,No,Winter,Second season of Dino Girl Gauko.,['Ascension'],"['Comedy', 'Sci Fi', 'Aliens', 'Animal Protagonists', 'Animal Transformation', 'Dinosaurs', 'Family Friendly', 'Short Episodes', 'Superpowers', 'Original Work']",[],39,4,29,3,2.631,30
Chocolate Underground,Web,13,3,No,Spring,"In the name of a good and healthy lifestyle, the Good For You Party has banned sweets, pastries and chocolate in favor of nutritious substitutes such as fruits and vegetables. Smudger has to watch his father's pastry shop fail under this new government rule, but when Smudger and his friend Huntly discover a secret cocoa shop in an abandoned mine, they realize that there might just be hope for sweet tooths everywhere!","['Production I.G', 'Trans Arts Co.']","['Family Friendly', 'Food and Beverage', 'Short Episodes', 'Based on a Novel']",[],1366,116,988,174,2.585,1063
OSTER project: Music Wizard of OZ,Music Video,1,20,No,,,[],"['Adventure', 'Fantasy', 'Person in a Strange World', 'Vocaloid', 'Based on a Novel']",[],43,1,17,1,2.584,23
Ketsuekigata-kun!,TV,13,2,No,Spring,"Are people really defined by their blood types? A, B, AB and O-Type are here to set things straight. Whether they're trying to cross a bridge, sharing their hearts or meeting aliens, the four blood types continue to prove – or disprove – popular theories about themselves. Does B-Type like rules to be broken, is A-Type cautious and naïve, and is O-Type a peacemaker?","['feel.', 'Assez Finaud Fabric.']","['Comedy', 'Anthropomorphic', 'Educational', 'Short Episodes', 'Based on a Manga']",[],538,74,252,93,2.584,464
phatmans after school: 7-kakan,Music Video,1,4,No,,,[],['Slice of Life'],[],57,0,11,0,2.584,41
Queen's Blade 2: The Evil Eye Specials,DVD Special,6,3,No,,,['ARMS'],"['Comedy', 'Ecchi', 'Borderline H', 'Panty Shots']",['Explicit Sex'],1885,52,1070,27,2.578,1083
Metropolis (Mirai MIZUE),Movie,1,4,No,,A city as a pulsating organism. Repetitive movements are made by drawing on graph papers. Supported by SICAF 2009.,[],"['Abstract', 'Shorts']",[],16,0,15,1,2.583,11
